temperature_max,temperature_min,rainfall,humidity,wind_speed,fall_armyworm,ear_rot,stem_borer
32.7108792940294,21.05960835583057,3.6180212501469433,16.32251842909574,0.3475911602065408,Low,High,Moderate
32.24724076102678,22.8831372413158,1.942237295748939,12.085807486827456,0.4152354872033722,Low,Low,Low
29.30369502408143,15.05671099974542,1.7410590500887706,11.79557587927644,0.3177580067617799,Moderate,Low,High
31.20038947901323,18.406209489059048,3.3254899062300085,13.937548512150048,0.5121030667324472,Low,Moderate,Low
31.848403072600533,21.15414425436108,2.978484317620129,11.003229121623416,0.4000207064918197,Low,Moderate,Low
35.64280556554729,19.59390922791401,0.0,13.603583799638931,0.3990699678861386,High,Low,High
33.85904572392116,20.742291746742616,4.214810524588843,14.53216055676938,0.3672105283487082,Moderate,High,High
28.59239961159317,18.79202962656836,4.0701370312211775,15.453866447768617,0.4155190683858979,Low,High,Low
33.81020992348699,20.1731795749458,1.061655947735706,12.799691847040094,0.4825098264667635,High,Low,Moderate
32.03729429895921,19.68864552921584,2.5937053001561137,12.592652499646068,0.3132869784289099,Low,Moderate,Moderate
31.307694999235103,22.33556412331961,2.7410452794241085,11.244034826486878,0.3341883510924743,Low,Moderate,Moderate
34.52919072210217,20.508841686602427,2.3910106487358607,11.34623929192028,0.3696273971223335,High,Low,High
35.57749880623988,20.675205324150404,1.17454226923187,12.547042216196946,0.2654129076526785,High,Low,High
35.328200297790495,19.176246067755063,0.9925649480929226,13.734731013632356,0.3180742140278502,High,Low,High
30.901956191943405,19.024787551855013,1.961668893512832,14.8271692524665,0.3523779126455341,Low,Moderate,Moderate
32.226969060371964,19.13488362436076,3.7590935288890472,11.39364209863931,0.4874389180712727,Moderate,Moderate,Moderate
33.82815857850891,20.788904284756597,2.8154002318916485,15.985377137919045,0.4262561329001925,Moderate,High,Moderate
35.4388628178059,19.158031038359475,1.444078501870841,12.457752797914862,0.4193589911367544,High,Low,Moderate
31.802064405386776,20.579549713792822,3.157548065972517,12.957265411303128,0.4850897962167972,Low,Moderate,Low
32.53585255834046,24.15080159729088,0.0,11.505576641704351,0.3862628211600603,Moderate,Low,Moderate
30.234162564984928,21.742249406863383,3.723148550558155,10.0,0.439046484992889,Low,Moderate,Low
30.009483439798323,19.34795293566432,0.0,14.7680907927221,0.3896778247067504,Moderate,Moderate,Moderate
35.031314555985496,22.40242784432789,1.456338587895302,14.473687794184867,0.4265362349399628,High,Moderate,Low
36.39060007142706,19.183849253956897,0.3204951580607842,12.437344885763574,0.3417241342388418,High,Low,High
32.819974696049165,15.923750929644292,0.0579777864186414,13.133981434449744,0.2,High,Low,High
35.50883224473006,17.98382737816519,3.741240181067779,14.0318784354082,0.3865720837813696,High,High,High
33.90409006261908,16.25841615794829,1.298448198032163,10.0,0.5422748136099941,High,Low,Moderate
31.387200613487188,19.296973031917386,2.519755822596074,11.94189464530741,0.4926215402241592,Low,Moderate,Low
33.90348901377104,20.036836758379103,1.929619131681224,14.588529359243656,0.4965397484591171,Moderate,Moderate,Moderate
36.84509141616492,23.35287462455057,2.715561240834682,10.491421153661502,0.5236130721806218,High,Moderate,Moderate
32.91043490222512,20.653854747528325,2.115232836590383,13.587115864333258,0.4088657590961437,Low,Low,Low
36.91160913953502,19.56179894238227,0.0755116637171455,10.28683639075319,0.4197315707405595,High,Low,Moderate
28.0,21.658811162366977,3.49440022917071,13.932859964867053,0.338234810456565,Low,Moderate,Moderate
35.054756260938056,15.57772938198423,1.2593651252580311,12.928717035405032,0.368392714397295,High,Low,High
33.21761767059543,20.47122911621713,0.0,10.0,0.4615771149771142,Moderate,Low,Low
32.25248162383533,21.54173038777393,1.3578272585511313,15.329478708914342,0.5203884437168816,Moderate,Moderate,Low
33.22940194133876,17.04282750844032,4.2511396859514665,11.5308168464039,0.3860553724319001,Moderate,Moderate,High
28.03107771349777,22.287508086413855,3.27533261317024,11.379495125971236,0.3549810735148588,Low,Moderate,Moderate
32.45082028040622,20.67699281498883,1.4770217983882112,13.401138394461883,0.4000527958856597,Moderate,Low,Low
33.892781428779365,19.1694241721984,1.4761134435223568,15.29727469885743,0.4601206748929115,High,Moderate,Moderate
36.69473511185379,21.26556373221257,1.517547423173926,10.968356362043206,0.2556145183866458,High,Low,High
31.70432445431588,24.54138571560879,5.115121975341261,13.123359699695945,0.2,Low,Moderate,Moderate
30.97876599276703,20.36373251011699,2.57290317834733,13.857633000661146,0.3449463150508416,Low,Moderate,Moderate
31.745607391038657,20.496441172600672,2.6450624707866046,14.386211214526288,0.2779287574085841,Low,High,Moderate
35.28850529425519,19.081278200919517,3.5454251810477637,13.352883110554451,0.3491859802352689,High,Moderate,High
33.821877774149215,18.300311261070416,2.35818373853977,12.265944321833356,0.3852219681182529,Moderate,Low,High
31.675599490582403,21.66067163308849,1.6114367812689454,11.34481955870256,0.3546751590976987,Low,Low,Moderate
34.28316858278339,18.287832348182267,1.7054752263725326,13.172287766092747,0.5452467534470746,High,Low,Moderate
33.2426938733701,20.143132474438787,1.892598110878904,10.855721976028786,0.432674476460232,Moderate,Low,Moderate
35.42161247633222,19.044685106469768,1.9441666452352373,10.0,0.4300474359610828,High,Low,Moderate
31.24486726530662,20.957959651492786,3.09144431545547,13.873119608315337,0.4622207144043402,Low,Moderate,Low
32.18084463350558,20.66732421057389,2.077918828710949,14.80786968217239,0.2861166882219231,Low,Moderate,Moderate
32.0197296171696,22.0750798885158,3.0989601158233686,10.0,0.503911178742027,Low,Moderate,Low
29.341212629669705,18.979967202290503,1.8789251298371263,10.980538590580124,0.392423571346454,Low,Low,Moderate
33.74030069266144,19.460250129413257,2.117952785474136,14.238308522010396,0.4670480617241213,Moderate,Moderate,Moderate
33.65263818044972,18.042472568435382,0.0,17.114990939423397,0.2928142766959845,High,Moderate,High
33.01278364160616,19.111413479847776,3.374491512053722,13.041587415350817,0.2446241233983935,Moderate,Moderate,High
32.413532166562135,20.754600986089702,2.519732713846989,11.54399411754173,0.4817889658025029,Low,Moderate,Low
29.461573144873963,21.513977233290703,3.4970151647894783,12.63420711779032,0.4376409526097516,Low,Moderate,Low
31.948386693086604,18.15566935164475,0.0,15.74975283829637,0.309794844564249,High,Moderate,High
32.14321370868308,21.73921184021132,5.132562057171091,11.70807164175093,0.3130336918725306,Low,Moderate,Moderate
30.99430682694595,22.7112757176099,1.7906155577672394,11.401615986699492,0.512543478441477,Low,Low,Low
32.59678572083498,20.8268698064474,3.662274225106275,12.034512955635936,0.2810588107132672,Low,Moderate,Moderate
34.010127142036346,23.753591625116133,0.4401411093117038,11.093342783482576,0.5642672953255964,High,Low,Low
37.715464753026325,18.452421601792853,2.9191608575938544,13.245340631989592,0.3099379265352131,High,Moderate,High
33.4364445320796,17.510690593377166,0.4198766552395159,16.24935691693912,0.4638391925608383,High,Moderate,Moderate
33.64387597680691,16.442559502191443,1.0643465589562924,13.646158546232058,0.3671381524251015,High,Low,High
32.81388521058458,22.992088622978365,4.871047030800179,12.495292995747423,0.4603187431082343,Low,Moderate,Low
28.2030719617524,21.308731312708115,1.71397639885498,12.416377462168912,0.3455885997885807,Low,Low,Moderate
32.93371531137696,19.88883065817909,2.326149309769584,10.0,0.3837207093927706,Moderate,Low,High
33.15057552485256,20.55993725263964,3.305101596033132,14.766219554294318,0.4040919175395721,Low,High,Low
38.0,17.749021905403247,2.743522831958907,12.844325605974396,0.2997812544218527,High,Moderate,High
32.519097588047195,24.891503959233653,2.225628357715365,12.63904017281875,0.4740824345420126,Low,Low,Low
33.75386835583403,20.25844236395045,2.5474415036993383,18.0,0.3486786433528415,Moderate,High,High
32.913220575736894,20.218789589209784,5.605123377857413,13.597505816731372,0.3771400084659981,Low,Moderate,Moderate
30.07830490595117,21.451533247797386,1.913571804449622,11.496417899809632,0.3005650625391488,Low,Low,Moderate
35.85705703628755,20.962018463473427,2.301648570072451,12.147284807588914,0.2,High,Low,High
34.87983258171693,20.447768048558263,3.575981594011418,15.29689141839351,0.3808972237399831,High,High,High
34.977579867607616,18.419051089109377,3.658288899436976,13.22654082107553,0.6,High,Moderate,Moderate
30.72653136301315,20.94293671427199,3.78054545834057,10.123444043365266,0.4784604287898024,Low,Moderate,Low
36.50698577734025,23.764048992950062,2.9580953330437767,14.838457869150409,0.3980739620265605,Moderate,High,Moderate
29.495372343019294,22.690840092309955,0.2854926309042747,11.663711828922011,0.3737109170791732,Moderate,Low,Moderate
34.46714273450068,23.186373253278795,4.450147298451644,16.746595552435092,0.4022465892812046,Moderate,High,Low
38.0,18.97756864713763,0.280481910471968,15.160096131429295,0.454711911517521,High,Moderate,Moderate
30.52365918717328,18.02079035948284,2.45395319785855,12.105356208682498,0.2819187184691155,Low,Low,Moderate
31.58425567599307,19.748426159800704,0.868586224970963,15.562032723470226,0.5114321694668873,Moderate,Moderate,Low
33.2491284127191,20.111449824577388,1.9037924801105115,13.135711021054806,0.4715381315441244,Moderate,Low,Moderate
31.7413108647095,22.188383036941897,2.4931436154552205,14.70554735024444,0.4718185725707934,Low,Moderate,Low
29.12334142233467,16.61507074057036,2.4820358231754094,13.96946563458895,0.4438475738809727,Low,Low,Low
33.17140743701507,23.059100638921223,2.632881131352927,11.307286690018254,0.401961665769399,Low,Moderate,Low
30.344240715684737,19.683984202842023,4.420566903587971,11.712900335365076,0.467286123596682,Low,Moderate,Low
34.183981076587955,19.14623786010516,2.6803014522709696,15.059921635162322,0.4591814133741378,High,High,Moderate
30.701439414415493,17.975791249479666,1.633765047064027,12.330449335786918,0.3645959289058976,Low,Low,Moderate
36.87483601254385,16.690286656268462,3.446130752432536,12.192703073516007,0.3426398227103099,High,Moderate,High
31.04186676915941,21.64634116792383,3.784205733386961,11.089754841301296,0.4101856295261987,Low,Moderate,Low
32.19484620948581,20.146635934376807,0.1585882772945113,13.84719813118692,0.5549020151495188,Moderate,Low,Low
35.033793043424176,17.420078200517892,2.896100104774787,17.12504983848629,0.2760892924346099,High,High,High
29.92283920891511,17.409842455872766,3.0517591134663475,10.864934171491454,0.253247473424756,Low,Moderate,Moderate
33.568649836510325,19.328430601419743,1.5536547449600122,13.048438913345516,0.4164760841236516,Moderate,Low,Moderate
36.26785688570607,23.338043050578783,4.063560219967429,15.824441110830858,0.4050887701856018,Moderate,High,Low
28.98129191359693,19.48081729727279,1.77491661945121,12.840717217508567,0.4173341664370408,Low,Low,Low
33.46158464633076,16.99371409376379,2.1883646802073136,13.904743592499468,0.42439531979085,Moderate,Low,Moderate
33.64970698562106,19.50851387182811,1.7403922635741955,10.87521294370624,0.3776797745365195,Moderate,Low,High
34.95455717944328,19.45455286050466,2.023368571372201,13.856614194415297,0.5489863438602083,High,Low,Moderate
29.907623222804794,15.0,0.3555873696571971,12.625711469990902,0.2399096021523484,High,Low,High
29.69885846728931,19.89141026696437,0.0,14.971459991359726,0.3171502975219754,Moderate,Moderate,Moderate
34.30485391404224,19.538130939582643,4.3917575948374585,15.3747721031295,0.3896745239850953,High,High,High
33.742461683082965,21.39241272962684,0.7295579775225083,18.0,0.2356811188845833,Moderate,Moderate,Moderate
33.62623212586469,23.69791218989069,0.5129114758155393,14.15926634642715,0.3824145595567929,Moderate,Moderate,Moderate
33.86612052374244,22.253130059095515,0.0,13.651592633164332,0.5661470165728019,Moderate,Low,Low
31.299938196053773,19.46222261889034,1.0415573784657468,13.388768603154672,0.4020886488295962,Moderate,Low,Low
33.58063424290251,17.78694818251666,0.0153653098887525,12.293667414378625,0.4230700905718684,High,Low,Moderate
33.732681183246704,25.0,4.463022740204554,13.676967686923382,0.273983523482742,Low,Moderate,Moderate
31.21412145493408,20.118436868028976,3.514725634013951,12.40919717972194,0.3383638591960523,Low,Moderate,Moderate
37.66443627786189,20.027858583825893,0.9677744822334144,13.336921952539228,0.3624803619676063,High,Low,High
34.184582302279466,19.951749825779995,5.378653708016463,15.63519507121592,0.3682284903243766,High,High,High
30.02174125699338,20.39616952153571,3.472648230487392,10.986914869440715,0.5281643795003769,Low,Moderate,Low
34.64138402158457,19.711279176152114,1.5127529247370664,15.27975712225809,0.4557691060725125,High,Moderate,Moderate
30.563295824431695,18.85267598623953,0.0,15.634230134679733,0.2888542043062968,Moderate,Moderate,Moderate
34.96771150935613,18.90628211751921,5.436413858886112,12.763862946017843,0.4246504778432005,High,Moderate,Moderate
35.89648894751851,19.934493459568003,0.0,10.0,0.4498221748496785,High,Low,Moderate
30.948294204120725,18.91315045773247,0.0,11.784356025811135,0.5140149038521267,Moderate,Low,Low
35.4084403231108,18.574308434645676,3.5338556480144603,15.593989093122218,0.5580540686568374,High,High,Moderate
34.03195231734124,20.212860455383797,5.659628609508909,12.954263875402235,0.2984905808172131,High,Moderate,High
35.055150399986225,19.49004556515829,4.076409227765778,11.00139553541018,0.3189142488789662,High,Moderate,High
37.74198245663487,23.007985977165376,2.8458636800785397,11.990450157543563,0.2742422141085384,High,Moderate,High
32.38652970999282,15.0,2.892131512497929,14.681240053009104,0.3765980140893019,Moderate,High,High
31.11565958910628,22.183013703844924,3.280123338170461,14.093467136402758,0.4466358374446335,Low,High,Low
30.77621392593619,22.49217038499526,3.1383928846801474,12.522135801660612,0.4987334516589102,Low,Moderate,Low
30.960474287586404,15.8532195351837,2.421787135954064,12.266351176370623,0.3924048976357477,Moderate,Low,High
32.80724572646474,19.314624811839305,2.1563016559278143,12.216483701912356,0.3680152476745156,Moderate,Low,High
33.85287993704161,19.257118268008416,1.9061103081507165,11.155179631002994,0.4151757992248741,Moderate,Low,Moderate
33.691726998325045,17.18497661056436,0.8690531166999855,16.230751378938884,0.3164857098369977,High,Moderate,High
35.067958122590056,18.44436662481825,1.5789873846998388,12.35535906157732,0.6,High,Low,Moderate
33.032504729694764,17.778848309068344,0.0,15.434317041650992,0.2392338972881941,High,Moderate,High
36.633835192893294,23.504540886847245,1.8524905598078751,16.042632103844902,0.4184740578895725,High,Moderate,Moderate
32.33835791690511,21.87135678629492,0.5171133392736238,14.99662179629592,0.6,Moderate,Moderate,Low
38.0,22.54311018998832,0.3446160241763436,12.136759374563905,0.4006799844559998,High,Low,Moderate
34.56416836941251,21.44334412808647,2.2698412267302177,13.80746018067322,0.3809960964998505,High,Low,High
30.857106108959293,17.74189645756554,4.088003429516899,12.951608787218168,0.3642554577189573,Moderate,Moderate,High
30.322768754847218,18.95095946744045,3.3774749090034693,11.192596278539744,0.3819608318237592,Low,Moderate,Moderate
34.206181038107964,20.978749122455834,0.0,13.648718563443206,0.537284847467653,High,Low,Moderate
32.441343036685375,17.55574438221611,0.5155577951444936,10.641920417680396,0.2,High,Low,High
34.78500123523023,21.42599686034477,3.411156781982324,15.375358776923129,0.5533433701296326,High,High,Moderate
34.18309406143386,19.51934920368373,0.5262689096925355,12.070765405403217,0.2576042847549855,High,Low,High
32.817927718357815,19.250358384900807,1.6630502750044631,13.402319311745678,0.3733347670765585,Moderate,Low,High
30.88301570482899,21.421919936406983,2.825078148536828,13.566575743092285,0.3570755579701338,Low,Moderate,Moderate
29.21288193828534,20.88852662297208,0.5474833177045471,12.482190052591845,0.458855326977072,Moderate,Low,Low
31.883712619832448,19.27806766836184,2.15806325921894,14.17338760295055,0.2401875648116252,Low,Moderate,Moderate
35.140996985808684,22.31865960672849,0.0,12.05019268675495,0.4462172666081943,High,Low,Low
33.53523436032551,17.837873344800204,1.0979485340731796,14.742594594914488,0.6,High,Moderate,Moderate
29.88565305322003,21.231871213888528,2.4796729012138057,10.308040639506505,0.2636825995407189,Low,Low,Moderate
33.432952314627954,21.186202515936767,0.0,13.252759159092824,0.4189706167610396,Moderate,Low,Low
33.963293449322094,19.38090712137202,2.6607121069405983,16.877857998116568,0.3338017822203391,Moderate,High,High
30.790356409497168,20.65226604448424,1.9705433016099785,10.999337350788853,0.4425887206193036,Low,Low,Low
33.38431276486382,17.497772847229395,2.8287349316257218,11.644510058950296,0.4019147777415752,Moderate,Moderate,Moderate
33.145521796115,21.848054038413803,2.335871201096992,14.02781569931783,0.335851309095569,Low,Moderate,Moderate
30.14257425542344,19.63019572711402,4.046210644960766,13.359163563879196,0.4487872284871074,Low,Moderate,Low
33.89446840087071,18.95455395896192,2.187836753971861,13.701260198547118,0.5804348109786743,Moderate,Low,Moderate
34.40196131592059,22.098018451673777,1.3558916883121206,13.978374260295327,0.3809096208272701,High,Low,Moderate
35.70762810793819,18.591312618914483,2.183446254548426,14.26944293712354,0.4719757942148182,High,Moderate,Moderate
35.634505130087256,17.18307740727288,2.814947043554582,15.219399683912446,0.2706727042128836,High,High,High
29.555826580107272,16.886741652952193,2.0732901054885566,13.819637313857026,0.3043563623181991,Low,Low,Moderate
30.655437400212197,21.21201990269128,2.0608875368058235,12.517484690762917,0.4472406277880377,Low,Low,Low
34.28758816802165,17.439141295007435,0.9470124682898668,14.345147402405464,0.5484116028535966,High,Moderate,Moderate
34.28446487728052,23.509588363968728,1.0056486236735778,16.799763869790432,0.435561334878566,High,Moderate,Low
34.28761921576512,15.836141184232556,0.0,12.734732507234853,0.3686941969476845,High,Low,High
38.0,23.39291273658008,4.624365114780409,11.050941390658718,0.3999291405423354,High,Moderate,High
34.42722627673292,20.42203493440524,0.1342051469130725,15.214161338573945,0.2749592266030283,High,Moderate,High
35.8389141004515,19.806573776259214,0.960642203306139,12.759237672092803,0.4604515326355367,High,Low,Moderate
35.385004408733,18.9101618263821,0.9223891016462038,10.0,0.4882333062323409,High,Low,Moderate
34.6284781282645,20.798272228704143,3.342386565416662,14.694843354300843,0.3547909667166919,High,High,High
32.21182688839914,19.924730595150304,1.5575754825619583,11.929343628092155,0.3529957852240498,Low,Low,Moderate
34.89742305123317,22.206603764033044,3.871613109010601,12.818933435391678,0.4265878229652048,Moderate,Moderate,Low
31.06793696365607,20.22845529732408,0.9897640636341972,13.663960661138027,0.3563280263959404,Moderate,Low,Moderate
32.40795348314998,20.300603522923755,2.418491243335703,13.380999359558134,0.3933867385374178,Low,Low,Moderate
31.78659113042724,19.27277557557229,0.7469794201103639,14.41890363427808,0.6,Moderate,Moderate,Low
33.20468534846581,19.886108752557867,5.217723691660082,12.129027258860312,0.3752974299254004,Moderate,Moderate,High
38.0,20.61560353778412,0.2186023714557308,14.026211596352166,0.3641659847978778,High,Moderate,High
28.33183701852063,16.57966321468675,2.464731065340541,12.480906644832164,0.3352458194364841,Low,Low,Moderate
34.715650475936286,17.303629155788574,2.950665321398148,14.477620961775006,0.4744191971499937,High,High,Moderate
28.96821032202587,21.48652818804543,2.6206986461772472,14.230734968026107,0.3818775826781897,Low,High,Moderate
31.820170335526416,20.341730876255884,1.7220685116834376,11.12912259591081,0.3350626961678574,Low,Low,Moderate
35.72237649241841,19.632033327294643,1.805268950399861,15.171964232350064,0.5321304032273012,High,Moderate,Moderate
33.16070004773866,20.036867866130788,2.0657172079686643,11.928073109771905,0.5419603004513638,Moderate,Low,Moderate
30.305638055176736,20.695163410723342,1.779496997557267,14.61611559656229,0.3399576434261295,Low,Moderate,Moderate
31.21174072685008,18.92048063938128,3.4458186751923643,13.73457462680268,0.2133460048639384,Low,Moderate,Moderate
34.69899437233669,18.44339054919537,5.315784502387027,16.676367353590244,0.5007513689836922,High,High,Moderate
31.17408342070716,20.391690510195364,1.1637623224882496,12.553068035256295,0.3315370174239996,Moderate,Low,Moderate
33.54114647395494,18.043254444769936,0.0,12.301366407763606,0.4790625599162769,High,Low,Moderate
33.11392959975954,20.816505511428943,1.8675769274731175,12.961160788224534,0.2029896182288164,Low,Low,Moderate
31.370999130985457,16.59483279152432,5.869564006481478,12.393640434331449,0.4892597338299309,Moderate,Moderate,Moderate
38.0,22.058311274651288,0.7944881480454038,14.5998838038841,0.2788828070719219,High,Moderate,High
34.58479755579503,20.945194964826086,4.458675208166101,10.0,0.4730764119066525,High,Moderate,Moderate
28.0,20.51205946862775,4.516551221114661,10.892635161707291,0.4014273067836434,Low,Moderate,Low
33.466135786923566,21.965381967891027,1.169617637438008,10.864394156841614,0.3046060580603355,Moderate,Low,Moderate
31.34553383807903,23.330948888925157,2.8534746187779128,14.900615183947153,0.3592963687073219,Low,High,Moderate
35.13108333699056,22.02874013003626,4.442594934692807,16.42122674516385,0.4686318456956701,High,High,Moderate
31.018698153918248,16.31825153733671,1.4313083885187694,12.791101562925055,0.4105894453115234,High,Low,Moderate
32.71315889633275,17.440846066528596,1.6946294598464573,12.66235655361998,0.4584412980472484,Moderate,Low,Moderate
34.26246819745114,18.75036284460864,1.1274786290770344,13.140104326226362,0.5976440584515486,High,Low,Moderate
35.16438798542531,20.052182100421668,0.4778649039606997,15.32375660521638,0.2435758388288949,High,Moderate,High
29.99925898236056,21.035318040938247,1.0260836824009891,11.145293731618851,0.5617212574968624,Moderate,Low,Low
32.16374691039763,18.548512373693068,0.1640895998566152,13.476737965469573,0.4104355937523213,High,Low,Moderate
31.812636722097608,20.373533528954155,2.051125202388839,14.95039525956486,0.3101215951676872,Low,Moderate,Moderate
31.36667691856572,18.489234135293355,0.8450401534120373,14.002188339879693,0.266968637426101,Moderate,Moderate,Moderate
37.41363560070274,18.776964394016105,2.350678867686121,13.379163233197486,0.3810879609222967,High,Low,High
34.01245427740239,17.186677806303557,0.0,15.002092185134282,0.4921650111924459,High,Moderate,Moderate
29.847790114162382,18.153533507778192,2.4963203483216856,10.0,0.3872450879622466,Low,Low,Moderate
35.29465486763694,17.29663078876733,3.250293442413387,14.355750639061815,0.5511154930247348,High,High,Moderate
38.0,18.048253494045333,0.0,11.691848633745153,0.2548824309948441,High,Low,High
35.581163151377865,22.10728359321568,2.5610848547713583,10.0,0.3987911052153945,High,Moderate,High
29.201575085114968,18.101202222336116,3.841503488709938,14.02240519904996,0.2747606555586881,Low,High,Moderate
31.78941481783437,25.0,0.1855384719631918,15.747317090325916,0.4363631882624968,Moderate,Moderate,Low
36.16727787296656,20.98663580176178,4.508858580256555,12.725102970744617,0.4886887390097301,High,Moderate,Moderate
31.230826335953047,20.369672247389747,2.6285285140490675,14.905749094405875,0.3579238206318947,Low,High,Moderate
34.10954857036557,18.283284439637573,0.9424822163623868,16.22455651597729,0.2,High,Moderate,High
34.936585133573345,21.40061975881798,1.9163463835134409,15.629828907168095,0.4198948146796494,High,Moderate,Moderate
30.68267382105479,18.848724347524453,2.837490368782584,16.279929058742788,0.443673855173351,Low,High,Low
32.8511866098455,20.24401962929072,2.1140080871186173,14.484254982143783,0.4404294754961698,Low,Moderate,Low
28.0,25.0,2.808133988669554,13.150867277803185,0.5235782191822155,Low,Moderate,Low
30.439030896664278,19.8078802005507,0.6189896103809507,10.0,0.2928946320350951,Moderate,Low,Moderate
32.3685796215171,22.298546652571357,2.254041236054117,12.507875023740104,0.468021610545045,Low,Low,Low
29.880542045087875,18.593647149748225,0.0,11.313506809367617,0.5192507512477975,Moderate,Low,Low
37.08102825982909,19.930023019006075,1.8331609079769493,17.34188543499563,0.2221412415993483,High,Moderate,High
29.42464655509842,23.54160127127102,0.6441385378028155,12.648228375135329,0.4319651825918977,Moderate,Low,Low
31.89988878325754,18.746065884424464,0.8967050861153503,13.246409613568972,0.3495820168992328,High,Low,High
33.326851443215226,23.624897115993857,3.854139762815656,14.102970752080935,0.3918477326898354,Low,High,Moderate
36.60318322266529,21.41550387091095,3.636965180891404,13.087204892744907,0.4347676483538336,High,Moderate,Moderate
29.4103446220514,18.875066448211463,2.9137071813607656,16.390102080861507,0.3512771435886448,Low,High,Moderate
